swr,theta,r0,x0,r1,x1,region,parallel,series,Region G 1,Region T 1,Region G -1,Region T -1,Region G 2,Region T 2,Region G -2,Region T -2,Region G 5,Region T 5,Region G -5,Region T -5,Region G 10,Region T 10,Region G -1,Region T -1,Region G 15,Region T 15,Region G -15,Region T -15,Region G 20,Region T 20,Region G -20,Region T -20,Region G 25,Region T 25,Region G -25,Region T -25,
3.0,60,1.38,1.30,1.00,-1.27,1,-1.18,1.27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,61,1.36,1.30,1.00,-1.26,1,-1.17,1.26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,62,1.34,1.29,1.00,-1.26,1,-1.16,1.26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,63,1.31,1.29,1.00,-1.25,1,-1.15,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,64,1.29,1.28,1.00,-1.25,1,-1.14,1.25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,65,1.27,1.27,1.00,-1.24,1,-1.13,1.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,66,1.25,1.27,1.00,-1.24,1,-1.12,1.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,67,1.23,1.26,1.00,-1.23,1,-1.12,1.23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,68,1.21,1.25,1.00,-1.23,1,-1.11,1.23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,69,1.19,1.24,1.00,-1.22,1,-1.10,1.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,70,1.17,1.24,1.00,-1.22,1,-1.09,1.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,71,1.15,1.23,1.00,-1.21,1,-1.08,1.21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,72,1.13,1.22,1.00,-1.20,1,-1.07,1.20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,73,1.11,1.21,1.00,-1.20,1,-1.07,1.20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,74,1.10,1.21,1.00,-1.19,1,-1.06,1.19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,75,1.08,1.20,1.00,-1.19,1,-1.05,1.19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,76,1.06,1.19,1.00,-1.18,1,-1.04,1.18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,77,1.05,1.18,1.00,-1.17,1,-1.03,1.17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,78,1.03,1.17,1.00,-1.17,1,-1.03,1.17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,79,1.02,1.16,1.00,-1.16,1,-1.02,1.16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,80,1.00,1.15,1.00,-1.15,1,-1.01,1.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,81,0.99,1.15,1.00,-1.15,1,-1.00,1.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,82,0.97,1.14,1.00,-1.14,1,-1.00,1.14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,83,0.96,1.13,1.00,-1.13,1,-0.99,1.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,84,0.94,1.12,1.00,-1.13,1,-0.98,1.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,85,0.93,1.11,1.00,-1.12,1,-0.97,1.12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,86,0.92,1.10,1.00,-1.11,1,-0.97,1.11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,87,0.90,1.09,1.00,-1.11,1,-0.96,1.11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,88,0.89,1.08,1.00,-1.10,1,-0.95,1.10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,89,0.88,1.07,1.00,-1.09,1,-0.95,1.09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,90,0.86,1.07,1.00,-1.08,1,-0.94,1.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,91,0.85,1.06,1.00,-1.08,1,-0.93,1.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,92,0.84,1.05,1.00,-1.07,1,-0.93,1.07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,93,0.83,1.04,1.00,-1.06,1,-0.92,1.06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,94,0.82,1.03,1.00,-1.05,1,-0.91,1.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,95,0.81,1.02,1.00,-1.05,1,-0.91,1.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,96,0.80,1.01,1.00,-1.04,1,-0.90,1.04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0,97,0.79,1.00,1.00,-1.03,1,-0.90,1.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,
3.0,98,0.78,0.99,1.00,-1.02,1,-0.89,1.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,
3.0,99,0.77,0.98,1.00,-1.01,1,-0.88,1.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,
3.0,100,0.76,0.97,1.00,-1.01,1,-0.88,1.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,
3.0,101,0.75,0.97,1.00,-1.00,1,-0.87,1.00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,
3.0,102,0.74,0.96,1.00,-0.99,1,-0.87,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,
3.0,103,0.73,0.95,1.00,-0.98,1,-0.86,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,
3.0,104,0.72,0.94,1.00,-0.97,1,-0.85,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,
3.0,105,0.71,0.93,1.00,-0.96,1,-0.85,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,
3.0,106,0.70,0.92,1.00,-0.95,1,-0.84,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,
3.0,107,0.69,0.91,1.00,-0.94,1,-0.84,0.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,
3.0,108,0.69,0.90,1.00,-0.94,1,-0.83,0.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,
3.0,109,0.68,0.89,1.00,-0.93,1,-0.83,0.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,
3.0,110,0.67,0.89,1.00,-0.92,1,-0.82,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,
3.0,111,0.66,0.88,1.00,-0.91,1,-0.82,0.91,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,
3.0,112,0.65,0.87,1.00,-0.90,1,-0.81,0.90,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,
3.0,113,0.65,0.86,1.00,-0.89,1,-0.81,0.89,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,
3.0,114,0.64,0.85,1.00,-0.88,1,-0.80,0.88,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,
3.0,115,0.63,0.84,1.00,-0.87,1,-0.80,0.87,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,
3.0,116,0.63,0.83,1.00,-0.86,1,-0.79,0.86,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,
3.0,117,0.62,0.83,1.00,-0.85,1,-0.79,0.85,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,
3.0,118,0.61,0.82,1.00,-0.84,1,-0.78,0.84,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,
3.0,119,0.61,0.81,1.00,-0.83,1,-0.78,0.83,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,
3.0,120,0.60,0.80,1.00,-0.82,1,-0.78,0.82,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,
3.0,121,0.59,0.79,1.00,-0.81,1,-0.77,0.81,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,
3.0,122,0.59,0.78,1.00,-0.79,1,-0.77,0.79,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,
3.0,123,0.58,0.78,1.00,-0.78,1,-0.76,0.78,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,
3.0,124,0.58,0.77,1.00,-0.77,1,-0.76,0.77,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,
3.0,125,0.57,0.76,1.00,-0.76,1,-0.76,0.76,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,
3.0,126,0.56,0.75,1.00,-0.75,1,-0.75,0.75,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,
3.0,127,0.56,0.74,1.00,-0.74,1,-0.75,0.74,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,
3.0,128,0.55,0.73,1.00,-0.73,1,-0.74,0.73,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,
3.0,129,0.55,0.73,1.00,-0.71,1,-0.74,0.71,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
3.0,130,0.54,0.72,1.00,-0.70,1,-0.74,0.70,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
3.0,131,0.54,0.71,1.00,-0.69,1,-0.73,0.69,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
3.0,132,0.53,0.70,1.00,-0.68,1,-0.73,0.68,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
3.0,133,0.53,0.69,1.00,-0.66,1,-0.73,0.66,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
3.0,134,0.52,0.69,1.00,-0.65,1,-0.73,0.65,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
3.0,135,0.52,0.68,1.00,-0.64,1,-0.72,0.64,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
3.0,136,0.51,0.67,1.00,-0.62,1,-0.72,0.62,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
3.0,137,0.51,0.66,1.00,-0.61,1,-0.72,0.61,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
3.0,138,0.51,0.66,1.00,-0.60,1,-0.72,0.60,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
3.0,139,0.50,0.65,1.00,-0.58,1,-0.71,0.58,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
3.0,140,0.50,0.64,1.00,-0.57,1,-0.71,0.57,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
3.0,141,0.49,0.63,1.00,-0.55,1,-0.71,0.55,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,
3.0,142,0.49,0.63,1.00,-0.54,1,-0.71,0.54,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,
3.0,143,0.48,0.62,1.00,-0.52,1,-0.71,0.52,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,
3.0,144,0.48,0.61,1.00,-0.50,1,-0.71,0.50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,
3.0,145,0.48,0.60,1.00,-0.49,1,-0.71,0.49,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,
3.0,146,0.47,0.60,1.00,-0.47,1,-0.71,0.47,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,
3.0,147,0.47,0.59,1.00,-0.45,1,-0.71,0.45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,
3.0,148,0.47,0.58,1.00,-0.43,1,-0.71,0.43,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,
3.0,149,0.46,0.57,1.00,-0.42,1,-0.71,0.42,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,
3.0,150,0.46,0.57,1.00,-0.40,1,-0.71,0.40,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,
3.0,151,0.46,0.56,1.00,-0.37,1,-0.71,0.37,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
3.0,152,0.45,0.55,1.00,-0.35,1,-0.72,0.35,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
3.0,153,0.45,0.54,1.00,-0.33,1,-0.72,0.33,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
3.0,154,0.45,0.54,1.00,-0.30,1,-0.72,0.30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
3.0,155,0.44,0.53,1.00,-0.28,1,-0.73,0.28,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
3.0,156,0.44,0.52,1.00,-0.25,1,-0.74,0.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
3.0,157,0.44,0.52,1.00,-0.21,1,-0.75,0.21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
3.0,158,0.43,0.51,1.00,-0.17,1,-0.77,0.17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
3.0,159,0.43,0.50,1.00,-0.12,1,-0.79,0.12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
3.0,160,0.43,0.49,1.00,-0.00,1,-0.87,0.00,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,
3.0,161,0.43,0.49,0.43,0.49,2,-0.86,0.01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,162,0.42,0.48,0.42,0.49,2,-0.86,0.01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,163,0.42,0.47,0.42,0.49,2,-0.85,0.02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,164,0.42,0.47,0.42,0.49,2,-0.85,0.03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,165,0.42,0.46,0.42,0.49,2,-0.84,0.03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,166,0.41,0.45,0.41,0.49,2,-0.84,0.04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,167,0.41,0.45,0.41,0.49,2,-0.83,0.04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,168,0.41,0.44,0.41,0.49,2,-0.83,0.05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,169,0.41,0.43,0.41,0.49,2,-0.83,0.06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,170,0.40,0.43,0.40,0.49,2,-0.82,0.06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,171,0.40,0.42,0.40,0.49,2,-0.82,0.07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,172,0.40,0.41,0.40,0.49,2,-0.81,0.08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,173,0.40,0.41,0.40,0.49,2,-0.81,0.08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,174,0.39,0.40,0.39,0.49,2,-0.81,0.09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,175,0.39,0.39,0.39,0.49,2,-0.80,0.09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,176,0.39,0.39,0.39,0.49,2,-0.80,0.10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,177,0.39,0.38,0.39,0.49,2,-0.80,0.11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,178,0.39,0.37,0.39,0.49,2,-0.79,0.11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,179,0.39,0.37,0.39,0.49,2,-0.79,0.12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,180,0.38,0.36,0.38,0.49,2,-0.79,0.12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,181,0.38,0.35,0.38,0.49,2,-0.79,0.13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,182,0.38,0.35,0.38,0.49,2,-0.78,0.14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,183,0.38,0.34,0.38,0.48,2,-0.78,0.14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,184,0.38,0.34,0.38,0.48,2,-0.78,0.15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,185,0.37,0.33,0.37,0.48,2,-0.77,0.15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,186,0.37,0.32,0.37,0.48,2,-0.77,0.16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,187,0.37,0.32,0.37,0.48,2,-0.77,0.17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,188,0.37,0.31,0.37,0.48,2,-0.77,0.17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,189,0.37,0.30,0.37,0.48,2,-0.76,0.18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,190,0.37,0.30,0.37,0.48,2,-0.76,0.18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,191,0.37,0.29,0.37,0.48,2,-0.76,0.19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,192,0.36,0.29,0.36,0.48,2,-0.76,0.20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,193,0.36,0.28,0.36,0.48,2,-0.75,0.20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,194,0.36,0.27,0.36,0.48,2,-0.75,0.21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,195,0.36,0.27,0.36,0.48,2,-0.75,0.21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,196,0.36,0.26,0.36,0.48,2,-0.75,0.22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,197,0.36,0.25,0.36,0.48,2,-0.75,0.22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,198,0.36,0.25,0.36,0.48,2,-0.74,0.23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,199,0.36,0.24,0.36,0.48,2,-0.74,0.24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,200,0.35,0.24,0.35,0.48,2,-0.74,0.24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,201,0.35,0.23,0.35,0.48,2,-0.74,0.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,202,0.35,0.22,0.35,0.48,2,-0.74,0.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,203,0.35,0.22,0.35,0.48,2,-0.74,0.26,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,204,0.35,0.21,0.35,0.48,2,-0.73,0.27,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,205,0.35,0.21,0.35,0.48,2,-0.73,0.27,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,206,0.35,0.20,0.35,0.48,2,-0.73,0.28,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,207,0.35,0.19,0.35,0.48,2,-0.73,0.28,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,208,0.35,0.19,0.35,0.48,2,-0.73,0.29,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,209,0.35,0.18,0.35,0.48,2,-0.73,0.29,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,210,0.35,0.18,0.35,0.48,2,-0.73,0.30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
3.0,211,0.34,0.17,0.34,0.48,2,-0.72,0.31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
